108,111,172,172,110,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,172,172,110,-1,-1,-1
108,109,433,429,107,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,441,441,107,-1,-1,-1
108,109,499,686,107,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,890,1018,107,-1,-1,-1
108,109,1058,686,107,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,436,440,107,-1,-1,-1
108,109,1122,686,107,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,890,440,107,-1,-1,-1
108,109,1056,686,107,108,108,108,108,108,108,108,108,108,108,108,108,108,111,172,172,172,172,111,172,172,172,172,172,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,377,440,107,-1,-1,-1
108,109,1120,686,107,172,172,172,108,172,172,172,110,108,108,108,108,108,109,429,433,433,429,105,636,433,429,433,433,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,173,440,440,107,-1,-1,-1
108,172,170,686,105,765,765,765,105,765,765,765,107,108,108,108,108,108,109,867,686,929,686,105,700,699,993,1179,1180,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,441,440,440,107,-1,-1,-1
108,429,428,686,105,159,159,439,105,439,159,159,107,108,108,108,108,108,109,686,686,607,544,105,686,686,686,686,686,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,1575,440,440,107,-1,-1,-1
108,288,686,686,105,439,439,439,169,439,439,439,107,108,108,108,108,108,109,686,686,671,672,105,31,686,805,483,484,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,1703,440,440,107,-1,-1,-1
108,45,686,686,107,44,45,686,428,686,43,44,46,108,108,108,108,108,109,686,686,686,866,105,95,686,869,547,548,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,45,440,440,107,-1,-1,-1
108,164,170,686,171,172,172,170,686,42,172,172,172,172,172,172,172,172,172,170,686,42,106,172,170,686,42,106,106,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,111,170,440,107,-1,-1,-1
108,100,429,686,429,429,429,428,686,429,428,113,429,428,113,429,428,113,429,428,686,429,429,429,428,686,429,429,429,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,173,441,440,107,-1,-1,-1
108,292,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,351,440,440,171,172,172,110
108,109,475,686,1320,607,608,866,43,44,44,44,44,44,44,45,686,686,43,44,44,44,44,44,44,44,44,44,44,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,170,440,440,441,441,441,107
108,109,539,686,1448,671,672,866,107,108,108,108,108,108,108,109,1057,686,107,108,108,108,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,441,440,440,440,440,440,107
108,109,865,232,686,686,686,290,107,108,108,108,108,108,108,109,1121,290,107,108,108,108,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,435,440,440,440,440,1018,107
108,47,44,44,44,44,44,44,46,108,108,108,108,108,108,108,44,44,46,108,108,108,108,108,108,108,108,108,108,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,44,45,440,440,43,44,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,1573,1575,107,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,44,44,46,-1,-1
