-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1942,1942,1942,1942,1942,1942,1942,1942,1942,2133,69,6,78,0,451,78,78,2633,3008,2767,269,2826,2833,2833,2890,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1941,2196,2197,0,70,78,0,451,78,78,3008,2955,2767,269,2826,2833,2833,2890,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1940,1938,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,1745,1745,1745,1745,2005,2944,2944,2948,0,78,132,451,78,78,2944,3008,2767,269,2826,2833,2833,2890,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1940,1938,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,0,0,0,2944,78,0,0,142,78,2944,3008,2767,269,2826,2833,2833,2890,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1938,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2001,2068,2065,141,141,141,141,142,2944,2948,451,142,2944,3008,2767,269,2826,2833,2833,2890,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1938,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2132,2133,519,582,0,0,64,0,2944,0,0,2944,3008,2767,269,2699,2700,2700,2701,267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1938,1938,1938,2004,2004,2004,2001,2068,2068,2068,2068,2068,2068,2068,2392,-2147481258,-2147481258,-2147481258,-2147481258,2393,2068,2068,2068,2068,2065,2132,2133,519,517,3073,0,128,0,0,2944,2944,2944,3008,2767,7,2826,2833,2833,2890,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1938,2004,1938,2004,2004,2001,2068,2068,2065,2128,1942,1942,1942,1942,2392,-2147481258,-2147481261,-2147481194,-2147481194,-2147481194,-2147481194,2387,2390,2393,2132,1942,2191,2196,2197,584,517,3137,582,0,0,0,4,0,2944,3008,2768,71,2699,2700,2700,2701,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1938,2004,1938,1938,2004,2001,2068,2065,2132,2132,2127,2128,1942,1942,1942,-2147481257,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2391,1942,2133,584,517,3011,3011,2947,3011,3011,3011,3011,2947,3011,2944,3008,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1938,2004,2004,2004,2001,2068,2065,2132,2127,1942,1942,2191,2192,2196,2196,-2147481257,-2147481261,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2387,2391,2197,2946,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,2944,3008,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1939,1940,1938,2004,2004,2004,2001,2068,2065,2132,2127,1942,2191,2006,2006,2197,3008,3008,3020,-2147481193,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2454,2455,3011,3011,3011,3011,3011,3011,3011,3011,3011,3072,3011,3011,2944,3008,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1939,1940,1940,1938,2004,2004,2004,2001,2068,2065,2132,2127,1942,2191,2006,2197,2946,-2147480637,-2147480637,3008,-2147483003,-2147481257,-2147481261,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2454,2387,2391,645,132,132,3015,3011,2947,2947,3011,3136,3011,3011,2944,3008,2767,71,2826,2833,2769,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2003,1745,2004,2004,2004,2004,2001,2065,2132,2127,1942,2191,2006,2197,-2147480637,2946,-2147480637,-2147480637,3008,3008,-2147481257,-2147481261,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2454,2454,2387,2391,517,0,132,3011,3011,3011,3016,0,5,0,2944,2956,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2003,1938,1938,2004,2004,2001,2065,2127,1942,2191,2006,2197,2947,-2147480637,-2147480637,3008,2956,3008,3008,3008,-2147481193,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2454,2454,2454,2455,517,3011,3011,3011,3011,3016,0,5,70,0,2944,3011,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2067,2068,2068,2068,2068,2065,2127,2191,2196,2197,-2147480637,-2147480637,-2147480637,3008,3008,2825,2825,2825,2825,3008,-2147481129,-2147481197,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2454,2454,2451,2519,517,3011,3011,3011,3016,0,5,70,0,0,2944,3011,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2131,1942,1942,1942,2127,1942,2191,2197,-2147480637,2947,-2147480637,3008,3008,2833,2833,2769,2833,3273,3274,3008,-2147481387,2456,-2147481197,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2454,2451,2457,2136,3011,3011,3011,3016,0,5,70,0,0,0,2944,2948,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2131,1942,1942,1942,2191,2196,2197,-2147480637,-2147480637,-2147480637,3008,2833,2833,2833,2833,2833,2833,3077,3078,3008,2139,-2147481513,-2147481193,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2454,2455,2137,2136,3011,3011,3011,64,5,70,64,0,0,0,2944,2944,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
581,581,-2147480637,2633,-2147480637,2195,2196,2196,2196,2197,-2147480637,-2147480637,-2147480637,3008,3019,2833,2833,2833,2833,2833,2833,2833,2833,2833,3008,2203,2202,2456,-2147481197,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2454,2451,2457,2201,2200,3011,3011,3016,128,70,0,128,0,0,132,2944,2944,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
408,409,2946,-2147480637,2756,-2147480637,-2147480637,-2147480637,-2147480637,-2147480637,-2147480637,-2147480637,3008,2833,2833,2833,2833,2833,3010,3010,3010,2833,2833,2833,3008,-2147480637,2203,-2147481449,2456,-2147481197,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,-2147481194,2454,2454,2451,2457,2201,2200,3011,3011,3016,0,0,0,0,0,0,0,0,2944,2944,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472,473,3014,-2147480637,-2147480637,2947,-2147480637,-2147480637,-2147480637,-2147480637,-2147480637,3008,2833,2833,2833,2829,2889,3010,3010,3010,3010,3010,2833,2833,3008,-2147480637,-2147480637,2139,-2147481513,2456,-2147481130,-2147481197,-2147481194,-2147481194,-2147481194,-2147481194,2451,2518,2457,2137,2136,3011,3011,3011,64,0,0,64,0,0,64,0,0,2944,3011,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472,473,2893,3014,-2147480637,-2147480637,-2147480637,2947,-2147480637,3008,3008,2833,2833,2829,2889,3017,0,3010,3010,3010,3010,3010,2833,2833,3008,-2147480637,2946,2203,-2147481449,-2147481513,-2147481388,2456,-2147481130,-2147481130,-2147481130,-2147481130,2457,2260,2135,2201,2200,2946,3011,3016,128,0,0,128,0,0,128,5,0,2944,3011,2767,71,2826,2833,2833,2890,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
