-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1792,1792,1792,1792,1792,1792,1792,76,3008,0,2826,2833,2890,3009,3009,76,3011,269,2826,2833,2833,2890
-1,-1,111,172,172,172,172,172,172,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1792,1792,1792,1792,1792,1792,1792,76,3008,0,2826,2833,2893,2825,2825,76,3011,269,2826,2833,2833,2890
-1,-1,109,441,441,441,441,441,441,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1792,1792,1792,1792,1792,1792,1792,76,3008,0,2826,3269,3270,2833,2833,76,3011,269,2826,2833,2833,2890
-1,-1,109,685,685,229,231,685,685,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1792,1792,1792,1792,1792,1792,1792,76,3019,0,2826,2833,2833,2833,2769,76,3011,269,2826,2833,2833,2890
-1,-1,109,993,685,685,685,685,685,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1792,1792,1792,1792,1792,1792,1792,76,3008,64,2826,2833,2833,2833,2833,76,3011,269,2826,2833,2833,2890
-1,-1,109,930,685,685,685,685,685,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1870,1871,1871,1871,1871,1871,1871,143,3008,128,2826,2833,2833,2833,2833,76,3011,269,2826,2833,2833,2890
-1,-1,47,44,44,44,44,44,44,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,143,448,449,64,321,64,449,64,3008,0,2826,2833,2829,2889,2889,76,3011,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,321,128,448,128,321,128,3008,2952,2826,2829,2949,3008,3020,76,3072,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2951,3008,3008,3008,3008,3008,3008,3008,3008,3008,2826,2890,3008,12,13,76,3136,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3020,3016,5,69,-2147483584,0,64,0,3008,3019,2823,2887,3008,3008,2952,76,3011,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,70,132,-2147483520,0,128,2951,3008,0,2826,2890,0,3015,3008,132,3011,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2267,2268,2268,2268,2268,2268,2269,3010,3008,64,2826,2890,140,79,3015,2956,3011,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2331,2332,2332,2332,2332,2332,2265,2269,3008,128,2826,2890,0,140,79,3008,3011,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2331,2332,2332,2332,2332,2332,2332,2333,3008,0,2826,2890,3081,3011,76,3008,3011,269,2826,2833,2833,2890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2331,2332,2332,2332,2332,2332,2332,2333,3008,64,2826,2890,3081,3011,76,3008,3011,269,2826,2833,2833,2890
