2003,2004,2004,2004,2004,2003,2001,2068,2068,2068,2068,1874,2064,2064,2064,2064,-2147481585,2001,2068,2068,2068,2068,1874,2132,2132,2132,2132,1942,1942,1942,2127,2132,2132,2132,1875,1940,1940,1940,1940,1940,1940,1940,1940,1876,1942,2133,69,6,78,0,449,78,78,2633,3008,2767,269,3023,3024,3024,3025,267,2767,2944,2944,76,3011,2826,2890,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833
1873,2068,2068,2068,2002,1873,1874,2064,2064,2064,2064,-2147481585,2001,2068,2068,2068,2068,1874,2132,1942,1942,2132,2127,2132,1942,1942,1942,2132,2132,2132,2127,1875,1940,1940,1938,2004,2004,2004,2004,1745,1745,-2147481903,1745,2005,2196,2197,0,70,78,0,448,78,78,3008,2955,2767,269,2826,2833,2833,2890,267,2767,2944,2944,76,3011,2826,2890,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833
2131,2132,2132,1942,2003,2063,-2147481585,2001,2068,2068,2068,2068,1874,2132,1942,1942,2132,2127,2132,1942,1942,2132,2127,1875,1940,1940,1940,1940,1940,1940,1940,1940,1876,2004,2004,2004,2004,2004,2004,2004,1617,2004,2004,2005,2944,2944,2948,0,78,132,449,78,78,2944,3008,2767,269,2699,2700,2700,2701,267,2767,2944,2944,76,3011,2826,2890,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833
2131,1942,2132,1942,1873,2068,2068,1874,2132,1942,1942,2132,2127,2132,1942,1942,2132,2191,2196,2196,1875,1940,1940,1938,2004,2004,2004,1744,2004,2004,1744,2004,2005,2004,-1073740144,1616,1616,1616,1616,1616,1680,2001,2068,2065,0,0,0,2944,78,0,0,142,78,2944,3008,2767,269,2826,2833,2833,2890,267,2767,2944,2944,76,3011,2826,2890,2830,2833,2833,2833,2833,2833,3011,2833,2833,2833,2833
2195,2196,2196,2196,2194,1942,1942,2127,2132,2132,1942,1942,2191,2196,2196,2196,2196,2197,1875,1940,1938,2004,2001,2068,2068,2068,2068,2068,2068,2068,2068,2068,1874,2004,1617,2004,2004,2004,2004,1745,1744,2005,2132,2133,141,141,141,141,142,2944,2948,449,142,2944,3008,2767,2119,2699,2700,2700,2701,2120,2767,2944,2944,76,3011,2826,2890,2950,2830,2833,2833,2833,2833,3011,2833,2833,2833,2833
2952,0,3015,-2147480637,2131,1942,1942,2191,2196,2196,2196,2196,2197,320,320,321,1875,1940,1938,2001,2068,2068,1874,2064,2064,2064,2064,2064,2064,2064,2064,2064,-2147481585,2004,1617,2001,2068,2068,2068,2068,2068,2065,2132,2133,519,582,0,64,0,0,2944,0,0,2944,3200,2767,2183,2826,2833,2833,2890,2184,2767,2944,2944,76,3011,2826,2893,3014,3009,2833,2833,2833,3009,3011,3209,3210,2833,2833
2694,2952,448,3015,2195,2196,2196,2197,-2147480637,3016,0,132,0,0,1875,1940,1938,2001,2068,1874,2064,2064,-2147481585,2001,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2065,2132,2132,2132,2132,1942,2191,2196,2197,519,517,3073,128,2,3,0,2944,2944,2944,3264,2767,2183,2826,2833,2833,2890,2184,2767,3012,3072,76,3011,3018,2833,2833,2833,2833,2833,3077,3078,3012,3009,3009,3009,2833
3014,-2147480637,2952,449,3015,-2147480637,-2147480637,-2147480637,3016,196,2951,-2147480637,1875,1940,1938,2001,2068,1874,2064,-2147481585,2001,2068,2068,2065,2128,1942,1942,1942,1942,1942,2132,2392,-2147481258,-2147481258,-2147481258,-2147481258,2393,2132,2132,2132,1942,2133,584,584,517,517,3137,582,0,0,0,4,0,2944,3085,2768,2183,2826,2833,2833,2890,2184,2757,3009,3136,76,3015,2952,2833,2833,2833,2833,2833,2833,2833,3011,2833,3079,2833,2833
2893,3014,-2147480637,2952,0,3015,-2147480637,-2147480637,-2147480637,-2147480637,1875,1940,1938,2001,2068,1874,2064,-2147481585,2001,2068,2065,2132,2132,2127,2128,1942,1942,1942,1942,2392,-2147481258,-2147481261,2454,2454,2454,2454,2387,-2147481258,2393,2132,2196,2197,2946,3011,3011,3011,2947,3011,3011,3011,3011,2947,3011,2944,3149,3086,2183,2826,2833,2833,2890,2184,2767,2944,2944,140,79,3015,2833,2833,3072,3009,3009,2833,3009,3009,2833,3143,2833,2833
3212,2893,3014,-2147480637,2952,4,-2147480637,-2147480637,1875,1940,1938,2001,2068,1874,2064,-2147481585,2001,2068,2065,2132,2127,1942,1942,2191,2192,2196,2196,2196,-2147481257,-2147481261,2392,2390,2390,2390,2390,2390,2393,2454,2387,2393,2566,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,2944,3213,3150,2183,2826,2833,2833,2890,2184,2767,2944,2944,196,140,79,2833,2833,3136,2833,3080,2833,3211,2833,2587,2588,2588,2588
